exampleSentence,partOfSpeech,sentimentTag,sentimentStrength,tokens
Kreta..kita perlu dibaiki segera.,noun,neutral,0.0,"['kreta', '.', 'kita', 'perlu', 'dibaiki', 'segera', '.']"
Dia aduk kopi itu dengan sudu.,verb,neutral,0.0,"['dia', 'aduk', 'kopi', 'itu', 'dengan', 'sudu', '.']"
Awak nak pergi ker mana?,particle,neutral,0.0,"['awak', 'nak', 'pergi', 'ker', 'mana', '?']"
Lampu ini guna api..boleh menyala dengan baik.,noun,neutral,0.0,"['lampu', 'ini', 'guna', 'api', '.', 'boleh', 'menyala', 'dengan', 'baik', '.']"
Dia baru membeli sebuah suv baru.,noun,neutral,0.0,"['dia', 'baru', 'membeli', 'sebuah', 'suv', 'baru', '.']"
Kita mesti mematuhi undang² negara.,noun,neutral,0.0,"['kita', 'mesti', 'mematuhi', 'undang²', 'negara', '.']"
Dia memukul bola dengan bat.,noun,neutral,0.0,"['dia', 'memukul', 'bola', 'dengan', 'bat', '.']"
Golongan fakir miskin memerlukan bantuan kita.,noun,negative,-0.6,"['golongan', 'fakir', 'miskin', 'memerlukan', 'bantuan', 'kita', '.']"
Kami mencari penyelesaian terbaik untuk isu ini.,noun,neutral,0.0,"['kami', 'mencari', 'penyelesaian', 'terbaik', 'untuk', 'isu', 'ini', '.']"
"Setakat ini, tiada masalah besar yang timbul.",adverb,neutral,0.0,"['setakat', 'ini', ',', 'tiada', 'masalah', 'besar', 'yang', 'timbul', '.']"
Dia sedang mencari kosan yang dekat dengan universiti.,noun,neutral,0.0,"['dia', 'sedang', 'mencari', 'kosan', 'yang', 'dekat', 'dengan', 'universiti', '.']"
Aplikasi itu tidak dapat run pada peranti lama.,verb,neutral,0.0,"['aplikasi', 'itu', 'tidak', 'dapat', 'run', 'pada', 'peranti', 'lama', '.']"
Buku nii.... memang menarik.,pronoun,neutral,0.0,"['buku', 'nii', '.', 'memang', 'menarik', '.']"
Semua warga perlu mematuhi peraturan.,noun,neutral,0.0,"['semua', 'warga', 'perlu', 'mematuhi', 'peraturan', '.']"
Dia akan balik ke kampung hujung minggu ini.,verb,neutral,0.0,"['dia', 'akan', 'balik', 'ke', 'kampung', 'hujung', 'minggu', 'ini', '.']"
Semoga perjalanan anda selamat sampai ke destinasi.,adjective,positive,0.7,"['semoga', 'perjalanan', 'anda', 'selamat', 'sampai', 'ke', 'destinasi', '.']"
Dia membuka tingkap untuk membiarkan angin masuk.,noun,neutral,0.0,"['dia', 'membuka', 'tingkap', 'untuk', 'membiarkan', 'angin', 'masuk', '.']"
"Saya membeli epal, oren, dan pisang.",punctuation,neutral,0.0,"['saya', 'membeli', 'epal', ',', 'oren', ',', 'dan', 'pisang', '.']"
Berjuta orang telah terjejas akibat bencana itu.,numeral,neutral,0.0,"['berjuta', 'orang', 'telah', 'terjejas', 'akibat', 'bencana', 'itu', '.']"
Janganlah berkelakuan sakai di khalayak ramai.,adjective,negative,-0.8,"['janganlah', 'berkelakuan', 'sakai', 'di', 'khalayak', 'ramai', '.']"
Penyalahgunaan dadah boleh merosakkan masa depan.,noun,negative,-0.9,"['penyalahgunaan', 'dadah', 'boleh', 'merosakkan', 'masa', 'depan', '.']"
Kita perlu mempertankan kedaulatan negara.,verb,neutral,0.0,"['kita', 'perlu', 'mempertankan', 'kedaulatan', 'negara', '.']"
Dia berasa kesal dengan keputusan yang telah dibuatnya.,adjective,negative,-0.6,"['dia', 'berasa', 'kesal', 'dengan', 'keputusan', 'yang', 'telah', 'dibuatnya', '.']"
Janganlah buat kerja bs macam tu.,adjective,negative,-0.7,"['janganlah', 'buat', 'kerja', 'bs', 'macam', 'tu', '.']"
Sepatut dia sudah tiba di sini.,adverb,neutral,0.0,"['sepatut', 'dia', 'sudah', 'tiba', 'di', 'sini', '.']"
Dia sangat sayang akan keluarganya.,verb,positive,0.8,"['dia', 'sangat', 'sayang', 'akan', 'keluarganya', '.']"
Dia adalah pembawa berita baik itu.,noun,neutral,0.0,"['dia', 'adalah', 'pembawa', 'berita', 'baik', 'itu', '.']"
"Dia hanya membalas, 'hehe'.",interjection,positive,0.3,"['dia', 'hanya', 'membalas', ',', ""'"", 'hehe', ""'"", '.']"
Dia perlu buat keputusan skarang.,adverb,neutral,0.0,"['dia', 'perlu', 'buat', 'keputusan', 'skarang', '.']"
Tekanlah butang merah itu.,verb,neutral,0.0,"['tekanlah', 'butang', 'merah', 'itu', '.']"
Buku ini. adalah milik saya.,pronoun,neutral,0.0,"['buku', 'ini', '.', 'adalah', 'milik', 'saya', '.']"
Ramai Org datang ke majlis itu.,noun,neutral,0.0,"['ramai', 'org', 'datang', 'ke', 'majlis', 'itu', '.']"
Berapa kali. kamu sudah mengulanginya?,noun,neutral,0.0,"['berapa', 'kali', '.', 'kamu', 'sudah', 'mengulanginya', '?']"
Tindakannya itu sudah melampau.,adjective,negative,-0.5,"['tindakannya', 'itu', 'sudah', 'melampau', '.']"
Semua pelajar sudah siap untuk peperiksaan.,quantifier,neutral,0.0,"['semua', 'pelajar', 'sudah', 'siap', 'untuk', 'peperiksaan', '.']"
Perkataannya sangat KASAr dan menyinggung perasaan.,adjective,negative,-0.6,"['perkataannya', 'sangat', 'kasar', 'dan', 'menyinggung', 'perasaan', '.']"
"Saya akan cuba datang esok, insyaallah.",interjection,positive,0.6,"['saya', 'akan', 'cuba', 'datang', 'esok', ',', 'insyaallah', '.']"
Dia memerlukan duit untuk membeli makanan.,noun,neutral,0.0,"['dia', 'memerlukan', 'duit', 'untuk', 'membeli', 'makanan', '.']"
Dia mengangkat tngan..nya untuk memberi isyarat.,noun,neutral,0.0,"['dia', 'mengangkat', 'tngan', '.', 'nya', 'untuk', 'memberi', 'isyarat', '.']"
Syabas atas kejayaan cemerlang anda!,interjection,positive,0.9,"['syabas', 'atas', 'kejayaan', 'cemerlang', 'anda', '!']"
Kereta itu hampir gilis motosikal di jalan.,verb,negative,-0.7,"['kereta', 'itu', 'hampir', 'gilis', 'motosikal', 'di', 'jalan', '.']"
Bila anda akan mula bekerja?,adverb,neutral,0.0,"['bila', 'anda', 'akan', 'mula', 'bekerja', '?']"
"Dengan adanya bantuan, projek ini dapat disiapkan.",verb,neutral,0.0,"['dengan', 'adanya', 'bantuan', ',', 'projek', 'ini', 'dapat', 'disiapkan', '.']"
Ramai orng berkumpul di dataran.,noun,neutral,0.0,"['ramai', 'orng', 'berkumpul', 'di', 'dataran', '.']"
Penjarakan sosial penting untuk membendung wabak.,verb,neutral,0.0,"['penjarakan', 'sosial', 'penting', 'untuk', 'membendung', 'wabak', '.']"
Jangan sentuh barang itu.,particle,neutral,0.0,"['jangan', 'sentuh', 'barang', 'itu', '.']"
Dia Bru sampai dari perjalanan.,adjective,neutral,0.0,"['dia', 'bru', 'sampai', 'dari', 'perjalanan', '.']"
"Janganlah jadi bingai, gunakan akal.",adjective,negative,-0.7,"['janganlah', 'jadi', 'bingai', ',', 'gunakan', 'akal', '.']"
Makanan ini sangat Enak.,adjective,positive,0.7,"['makanan', 'ini', 'sangat', 'enak', '.']"
"Saya tiada masa, so saya tak dapat ikut.",conjunction,neutral,0.0,"['saya', 'tiada', 'masa', ',', 'so', 'saya', 'tak', 'dapat', 'ikut', '.']"
Dia sepatut datang lebih awal.,adverb,neutral,0.0,"['dia', 'sepatut', 'datang', 'lebih', 'awal', '.']"
Ada bunyi aneh dari luar.,noun,neutral,0.0,"['ada', 'bunyi', 'aneh', 'dari', 'luar', '.']"
Kes itu akan dibawa ke mahkamah esok.,noun,neutral,0.0,"['kes', 'itu', 'akan', 'dibawa', 'ke', 'mahkamah', 'esok', '.']"
Baju tu..kalo awak suka.,pronoun,neutral,0.0,"['baju', 'tu', '.', 'kalo', 'awak', 'suka', '.']"
Dia bukan seorang penakut.,noun,negative,-0.6,"['dia', 'bukan', 'seorang', 'penakut', '.']"
"Klw dia datang, beritahu saya.",conjunction,neutral,0.0,"['klw', 'dia', 'datang', ',', 'beritahu', 'saya', '.']"
Benda itu ada di atas meja.,noun,neutral,0.0,"['benda', 'itu', 'ada', 'di', 'atas', 'meja', '.']"
Buku itu ada Dlm beg.,preposition,neutral,0.0,"['buku', 'itu', 'ada', 'dlm', 'beg', '.']"
Berikan satu cth ayat yang mudah.,noun,neutral,0.0,"['berikan', 'satu', 'cth', 'ayat', 'yang', 'mudah', '.']"
Penyamun itu ditangkap polis semalam.,noun,negative,-0.8,"['penyamun', 'itu', 'ditangkap', 'polis', 'semalam', '.']"
Dia bercakap sprti tiada apa yang berlaku.,preposition,neutral,0.0,"['dia', 'bercakap', 'sprti', 'tiada', 'apa', 'yang', 'berlaku', '.']"
Dia disabitkan dengan kesalahan mencuri.,verb,negative,-0.6,"['dia', 'disabitkan', 'dengan', 'kesalahan', 'mencuri', '.']"
Jaga hati orang lain.,noun,neutral,0.0,"['jaga', 'hati', 'orang', 'lain', '.']"
Kami sampai ke destinasi tepat pada masanya.,verb,neutral,0.0,"['kami', 'sampai', 'ke', 'destinasi', 'tepat', 'pada', 'masanya', '.']"
Dia membuat kek hari jadi untuk adiknya.,verb,neutral,0.0,"['dia', 'membuat', 'kek', 'hari', 'jadi', 'untuk', 'adiknya', '.']"
Buah limau itu sangat masam.,adjective,negative,-0.5,"['buah', 'limau', 'itu', 'sangat', 'masam', '.']"
Dia memulas tombol pintu untuk membukanya.,verb,neutral,0.0,"['dia', 'memulas', 'tombol', 'pintu', 'untuk', 'membukanya', '.']"
Presiden negara itu telah berucap semalam.,noun,neutral,0.0,"['presiden', 'negara', 'itu', 'telah', 'berucap', 'semalam', '.']"
"Andainya dia datang, beritahu saya.",conjunction,neutral,0.0,"['andainya', 'dia', 'datang', ',', 'beritahu', 'saya', '.']"
"X pe lah, saya boleh buat sendiri.",particle,neutral,0.0,"['x', 'pe', 'lah', ',', 'saya', 'boleh', 'buat', 'sendiri', '.']"
Sy akan pergi ke sana esok.,pronoun,neutral,0.0,"['sy', 'akan', 'pergi', 'ke', 'sana', 'esok', '.']"
Dia n saya akan datang.,conjunction,neutral,0.0,"['dia', 'n', 'saya', 'akan', 'datang', '.']"
Belok ke kanan di persimpangan itu.,adjective,neutral,0.0,"['belok', 'ke', 'kanan', 'di', 'persimpangan', 'itu', '.']"
"Tu..klu dia nak datang, bagitahu saya.","pronoun, conjunction",neutral,0.0,"['tu', '.', 'klu', 'dia', 'nak', 'datang', ',', 'bagitahu', 'saya', '.']"
Patutnya dia sudah sampai sekarang.,adverb,neutral,0.0,"['patutnya', 'dia', 'sudah', 'sampai', 'sekarang', '.']"
Mereka membina pagar di sempadan.,noun,neutral,0.0,"['mereka', 'membina', 'pagar', 'di', 'sempadan', '.']"
"Sbab dia lambat, kami terpaksa tunggu.",conjunction,neutral,0.0,"['sbab', 'dia', 'lambat', ',', 'kami', 'terpaksa', 'tunggu', '.']"
Dia menaiki metro ke tempat kerja.,noun,neutral,0.0,"['dia', 'menaiki', 'metro', 'ke', 'tempat', 'kerja', '.']"
Awak ok?,punctuation,neutral,0.0,"['awak', 'ok', '?']"
Ramai netizen meluahkan rasa tidak puas hati.,noun,neutral,0.0,"['ramai', 'netizen', 'meluahkan', 'rasa', 'tidak', 'puas', 'hati', '.']"
Scene itu sangat menyentuh hati.,noun,neutral,0.0,"['scene', 'itu', 'sangat', 'menyentuh', 'hati', '.']"
Klakson keretanya sangat kuat.,noun,neutral,0.0,"['klakson', 'keretanya', 'sangat', 'kuat', '.']"
Pihak polis berusaha mengamankan kawasan itu.,verb,positive,0.7,"['pihak', 'polis', 'berusaha', 'mengamankan', 'kawasan', 'itu', '.']"
Kita perlu pergi sekarang.,verb,neutral,0.0,"['kita', 'perlu', 'pergi', 'sekarang', '.']"
Makanan sudah habis.,verb,neutral,0.0,"['makanan', 'sudah', 'habis', '.']"
Dia duduk di atas punggung.,noun,neutral,0.0,"['dia', 'duduk', 'di', 'atas', 'punggung', '.']"
Makanan itu terlalu pedas.,adverb,neutral,0.0,"['makanan', 'itu', 'terlalu', 'pedas', '.']"
Dia malas untuk bekerja hari ini.,adjective,negative,-0.7,"['dia', 'malas', 'untuk', 'bekerja', 'hari', 'ini', '.']"
Dia bakar sampah di belakang rumah.,verb,neutral,0.0,"['dia', 'bakar', 'sampah', 'di', 'belakang', 'rumah', '.']"
Pihak berkuasa telah mengambil tindakan.,noun,neutral,0.0,"['pihak', 'berkuasa', 'telah', 'mengambil', 'tindakan', '.']"
Mereka sedang menyiasat punca kejadian itu.,noun,neutral,0.0,"['mereka', 'sedang', 'menyiasat', 'punca', 'kejadian', 'itu', '.']"
"Kalau dia datang, beritahu saya.",conjunction,neutral,0.0,"['kalau', 'dia', 'datang', ',', 'beritahu', 'saya', '.']"
Ini adalah percubaan ke3 saya.,adjective,neutral,0.0,"['ini', 'adalah', 'percubaan', 'ke3', 'saya', '.']"
Saya akan call awak nanti.,verb,neutral,0.0,"['saya', 'akan', 'call', 'awak', 'nanti', '.']"
Tulh pasal dia tak datang.,demonstrative pronoun,neutral,0.0,"['tulh', 'pasal', 'dia', 'tak', 'datang', '.']"
Jangan terlalu bergantung pada orglain.,noun phrase,neutral,0.0,"['jangan', 'terlalu', 'bergantung', 'pada', 'orglain', '.']"
"Kalau buat ceni, mesti cepat siap.",adverb,neutral,0.0,"['kalau', 'buat', 'ceni', ',', 'mesti', 'cepat', 'siap', '.']"
Jangan habisin semua makanan itu.,verb,neutral,0.0,"['jangan', 'habisin', 'semua', 'makanan', 'itu', '.']"
Kakeknya seorang petani.,noun,neutral,0.0,"['kakeknya', 'seorang', 'petani', '.']"
Those are my friends.,demonstrative pronoun,neutral,0.0,"['those', 'are', 'my', 'friends', '.']"
The book is in the bag.,preposition,neutral,0.0,"['the', 'book', 'is', 'in', 'the', 'bag', '.']"
Kita digalakkan untuk bersedekah.,noun,positive,0.8,"['kita', 'digalakkan', 'untuk', 'bersedekah', '.']"
Penangkapan suspek berlaku semalam.,noun,neutral,0.0,"['penangkapan', 'suspek', 'berlaku', 'semalam', '.']"
Jangan jadi orang bodoh.,adjective,negative,-0.9,"['jangan', 'jadi', 'orang', 'bodoh', '.']"
Sila reverse kereta anda.,verb,neutral,0.0,"['sila', 'reverse', 'kereta', 'anda', '.']"
Jangan Menyusah orang lain.,verb,negative,-0.6,"['jangan', 'menyusah', 'orang', 'lain', '.']"
Dia menerima hukuman yang berat.,noun,negative,-0.7,"['dia', 'menerima', 'hukuman', 'yang', 'berat', '.']"
Dia melawan arus air.,verb,neutral,0.0,"['dia', 'melawan', 'arus', 'air', '.']"
Ini bukan buku saya.,particle,neutral,0.0,"['ini', 'bukan', 'buku', 'saya', '.']"
Dia duduk di barisan depan.,noun,neutral,0.0,"['dia', 'duduk', 'di', 'barisan', 'depan', '.']"
Kita perlu mempertahankan kedaulatan negara.,verb,positive,0.5,"['kita', 'perlu', 'mempertahankan', 'kedaulatan', 'negara', '.']"
Dia menghadapi masalah kewangan yang besar.,noun,negative,-0.7,"['dia', 'menghadapi', 'masalah', 'kewangan', 'yang', 'besar', '.']"
"Kalau hujan, kami tidak akan keluar.",conjunction,neutral,0.0,"['kalau', 'hujan', ',', 'kami', 'tidak', 'akan', 'keluar', '.']"
Dia datang sekali lagi. / Pemandangan itu cantik sekali.,adverb,neutral,0.0,"['dia', 'datang', 'sekali', 'lagi', '.', '/', 'pemandangan', 'itu', 'cantik', 'sekali', '.']"
Askar itu membawa senjata api yang canggih.,noun,neutral,0.0,"['askar', 'itu', 'membawa', 'senjata', 'api', 'yang', 'canggih', '.']"
Dia menunjuk ke arah gunung yang tinggi.,verb,neutral,0.0,"['dia', 'menunjuk', 'ke', 'arah', 'gunung', 'yang', 'tinggi', '.']"
Saya takan maafkan dia.,adverbial phrase,neutral,0.0,"['saya', 'takan', 'maafkan', 'dia', '.']"
Pekan Langat terkenal dengan pasar malamnya.,proper noun,neutral,0.0,"['pekan', 'langat', 'terkenal', 'dengan', 'pasar', 'malamnya', '.']"
Saya nak makan roti je.,adverb,neutral,0.0,"['saya', 'nak', 'makan', 'roti', 'je', '.']"
Nasib baik dia tidak cedera parah.,noun,neutral,0.0,"['nasib', 'baik', 'dia', 'tidak', 'cedera', 'parah', '.']"
Dia simpan wang di dalam bank.,verb,neutral,0.0,"['dia', 'simpan', 'wang', 'di', 'dalam', 'bank', '.']"
Dia campur semua bahan untuk membuat kek.,verb,neutral,0.0,"['dia', 'campur', 'semua', 'bahan', 'untuk', 'membuat', 'kek', '.']"
Keadaan pesakit itu sangat parah.,adjective,negative,-0.8,"['keadaan', 'pesakit', 'itu', 'sangat', 'parah', '.']"
Bodohnya dia percaya kata-kata penipu itu.,adjective,negative,-0.9,"['bodohnya', 'dia', 'percaya', 'kata', '-', 'kata', 'penipu', 'itu', '.']"
Dia guna pisau untuk memotong buah.,verb,neutral,0.0,"['dia', 'guna', 'pisau', 'untuk', 'memotong', 'buah', '.']"
Dia tanya saya tentang jadual mesyuarat.,verb,neutral,0.0,"['dia', 'tanya', 'saya', 'tentang', 'jadual', 'mesyuarat', '.']"
Penjenayah itu didakwa cuba membunuh mangsanya.,verb,negative,-1.0,"['penjenayah', 'itu', 'didakwa', 'cuba', 'membunuh', 'mangsanya', '.']"
Dia memang pandai dalam pelajaran.,adverb,neutral,0.0,"['dia', 'memang', 'pandai', 'dalam', 'pelajaran', '.']"
Dia tidak faham langsung apa yang saya katakan.,adverb,neutral,0.0,"['dia', 'tidak', 'faham', 'langsung', 'apa', 'yang', 'saya', 'katakan', '.']"
Dia terkena selesema teruk.,verb,neutral,0.0,"['dia', 'terkena', 'selesema', 'teruk', '.']"
"Dia makan nasi, pastu dia tidur.",adverbial phrase,neutral,0.0,"['dia', 'makan', 'nasi', ',', 'pastu', 'dia', 'tidur', '.']"
Dia mahu makan lagi.,adverb,neutral,0.0,"['dia', 'mahu', 'makan', 'lagi', '.']"
Kanak-kanak itu suka sorok di belakang pokok.,verb,neutral,0.0,"['kanak', '-', 'kanak', 'itu', 'suka', 'sorok', 'di', 'belakang', 'pokok', '.']"
"Jika ada masalah, beritahu saya.",conjunction,neutral,0.0,"['jika', 'ada', 'masalah', ',', 'beritahu', 'saya', '.']"
Dia baru beli kereta baru.,adjective,neutral,0.0,"['dia', 'baru', 'beli', 'kereta', 'baru', '.']"
Makcik saya seorang guru di sekolah itu.,noun,neutral,0.0,"['makcik', 'saya', 'seorang', 'guru', 'di', 'sekolah', 'itu', '.']"
Jomlah kita pergi sekarang.,particle,neutral,0.0,"['jomlah', 'kita', 'pergi', 'sekarang', '.']"
Kuala Lumpur ialah ibu negara Malaysia.,proper noun,neutral,0.0,"['kuala', 'lumpur', 'ialah', 'ibu', 'negara', 'malaysia', '.']"
Mangsa banjir memerlukan bantuan segera.,noun,positive,0.7,"['mangsa', 'banjir', 'memerlukan', 'bantuan', 'segera', '.']"
Buku itu kepunyaan saya.,demonstrative pronoun,neutral,0.0,"['buku', 'itu', 'kepunyaan', 'saya', '.']"
Dia ada banyak buku di rumahnya.,verb,neutral,0.0,"['dia', 'ada', 'banyak', 'buku', 'di', 'rumahnya', '.']"
Kotak itu sangat berat untuk diangkat.,adjective,neutral,0.0,"['kotak', 'itu', 'sangat', 'berat', 'untuk', 'diangkat', '.']"
Kita perlu menjaga badan agar sentiasa sihat.,adjective,positive,0.8,"['kita', 'perlu', 'menjaga', 'badan', 'agar', 'sentiasa', 'sihat', '.']"
"Jangan jadi goblok, fikir sebelum bertindak.",adjective,negative,-0.9,"['jangan', 'jadi', 'goblok', ',', 'fikir', 'sebelum', 'bertindak', '.']"
Dia didakwa mencederakan mangsanya dalam pergaduhan.,verb,negative,-0.9,"['dia', 'didakwa', 'mencederakan', 'mangsanya', 'dalam', 'pergaduhan', '.']"
Dia bisa menyelesaikan masalah itu.,modal verb,neutral,0.0,"['dia', 'bisa', 'menyelesaikan', 'masalah', 'itu', '.']"
Dia seorang jurugambar amatur yang berbakat.,noun,neutral,0.0,"['dia', 'seorang', 'jurugambar', 'amatur', 'yang', 'berbakat', '.']"
Dia mengakui kesilapannya dan meminta maaf.,noun,negative,-0.6,"['dia', 'mengakui', 'kesilapannya', 'dan', 'meminta', 'maaf', '.']"
Maknya risau akan keselamatan anaknya.,noun,neutral,0.0,"['maknya', 'risau', 'akan', 'keselamatan', 'anaknya', '.']"
Ramai orang berkumpul di dataran.,noun,neutral,0.0,"['ramai', 'orang', 'berkumpul', 'di', 'dataran', '.']"
Dia perlu pilih baju yang sesuai untuk majlis itu.,verb,neutral,0.0,"['dia', 'perlu', 'pilih', 'baju', 'yang', 'sesuai', 'untuk', 'majlis', 'itu', '.']"
Dia akan datang esok pagi.,auxiliary verb,neutral,0.0,"['dia', 'akan', 'datang', 'esok', 'pagi', '.']"
Dia seorang pelajar yang rajin.,pronoun,neutral,0.0,"['dia', 'seorang', 'pelajar', 'yang', 'rajin', '.']"
Anak muda digalakkan untuk belajar berdikari.,verb,positive,0.7,"['anak', 'muda', 'digalakkan', 'untuk', 'belajar', 'berdikari', '.']"
Dia menyebut nama saya dengan jelas.,verb,neutral,0.0,"['dia', 'menyebut', 'nama', 'saya', 'dengan', 'jelas', '.']"
Iblis sentiasa menggoda manusia untuk melakukan dosa.,noun,negative,-1.0,"['iblis', 'sentiasa', 'menggoda', 'manusia', 'untuk', 'melakukan', 'dosa', '.']"
Elakkan menggunakan perkataan 'pukimak' kerana ia sangat biadab.,expletive,negative,-1.0,"['elakkan', 'menggunakan', 'perkataan', ""'"", 'pukimak', ""'"", 'kerana', 'ia', 'sangat', 'biadab', '.']"
Kucing saya suka bermain dengan bebola benang.,noun,neutral,0.0,"['kucing', 'saya', 'suka', 'bermain', 'dengan', 'bebola', 'benang', '.']"
Dia kelihatan sihat selepas berehat yang mencukupi.,adjective,positive,0.8,"['dia', 'kelihatan', 'sihat', 'selepas', 'berehat', 'yang', 'mencukupi', '.']"
Dia sedar akan kesilapannya dan berjanji akan berubah.,verb,neutral,0.0,"['dia', 'sedar', 'akan', 'kesilapannya', 'dan', 'berjanji', 'akan', 'berubah', '.']"
Dia belajar silat sejak kecil.,noun,neutral,0.0,"['dia', 'belajar', 'silat', 'sejak', 'kecil', '.']"
Tentera itu sangat berani di medan perang.,adjective,positive,0.7,"['tentera', 'itu', 'sangat', 'berani', 'di', 'medan', 'perang', '.']"
Treler itu membawa muatan berat ke pelabuhan.,noun,neutral,0.0,"['treler', 'itu', 'membawa', 'muatan', 'berat', 'ke', 'pelabuhan', '.']"
Tekan butang ini untuk memulakan mesin.,verb,neutral,0.0,"['tekan', 'butang', 'ini', 'untuk', 'memulakan', 'mesin', '.']"
Awak makan mi je ke?,particle,neutral,0.0,"['awak', 'makan', 'mi', 'je', 'ke', '?']"
Baju ni cantik.,pronoun,neutral,0.0,"['baju', 'ni', 'cantik', '.']"
"Maka, bermulalah cerita itu.",conjunction,neutral,0.0,"['maka', ',', 'bermulalah', 'cerita', 'itu', '.']"
Apa yang awak buat?,pronoun,neutral,0.0,"['apa', 'yang', 'awak', 'buat', '?']"
Kumpulan pengganas itu sangat ganas.,adjective,negative,-0.8,"['kumpulan', 'pengganas', 'itu', 'sangat', 'ganas', '.']"
Kita perlu defaind hak kita.,verb (loanword),neutral,0.0,"['kita', 'perlu', 'defaind', 'hak', 'kita', '.']"
Dia pulang ke ruma selepas bekerja.,noun,neutral,0.0,"['dia', 'pulang', 'ke', 'ruma', 'selepas', 'bekerja', '.']"
Dia selalu datang lewat ke pejabat.,adverb,neutral,0.0,"['dia', 'selalu', 'datang', 'lewat', 'ke', 'pejabat', '.']"
Dia rasa jelous melihat kejayaan kawannya.,adjective (loanword),negative,-0.6,"['dia', 'rasa', 'jelous', 'melihat', 'kejayaan', 'kawannya', '.']"
Kereta itu langgor tiang lampu.,verb,neutral,0.0,"['kereta', 'itu', 'langgor', 'tiang', 'lampu', '.']"
"Jika hujan, kita batalkan perkelahan.",conjunction,neutral,0.0,"['jika', 'hujan', ',', 'kita', 'batalkan', 'perkelahan', '.']"
Dia tidak mengerti arahan itu.,verb,neutral,0.0,"['dia', 'tidak', 'mengerti', 'arahan', 'itu', '.']"
