tokens,partOfSpeech,sentimentTag,sentimentStrength,overallSentenceTag,overallSentenceStrength
"['bau', 'hancing', 'dari', 'longkang', 'itu', 'sangat', 'kuat', '.']","['unknown', 'adjective', 'preposition', 'unknown', 'demonstrative pronoun', 'adverb', 'adjective', 'unknown']","['unknown', 'negative', 'neutral', 'unknown', 'neutral', 'neutral', 'positive', 'unknown']","[0.0, -0.6, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0]",negative,-0.6
"['mrk', 'semua', 'dah', 'balik', '.']","['pronoun', 'quantifier / pronoun', 'adverb', 'verb', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['ini', 'adalah', 'bahagian', 'akhir', 'bab', 'ini', '.']","['demonstrative pronoun', 'copula / verb', 'unknown', 'adjective', 'unknown', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['tolong', 'beritahu', 'saya', 'jika', 'ada', 'apa', '-', 'apa', 'perubahan', '.']","['verb', 'verb', 'pronoun', 'conjunction', 'verb', 'pronoun', 'punctuation', 'pronoun', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'mlepaskan', 'burung', 'itu', 'ke', 'udara', '.']","['pronoun', 'verb', 'unknown', 'demonstrative pronoun', 'particle (interrogative)', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['be', 'careful', 'bila', 'berjalan', 'di', 'sana', '.']","['verb', 'adjective', 'adverb', 'unknown', 'preposition', 'unknown', 'unknown']","['neutral', 'positive', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0]",positive,0.4
"['you', 'should', 'pergi', 'sekarang', '.']","['unknown', 'modal verb', 'verb', 'adverb', 'unknown']","['unknown', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'tak', 'reti', 'cakap', 'melayu', '.']","['pronoun', 'adverb (negation)', 'verb', 'unknown', 'noun/adjective', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'menunggang', 'motor', 'ke', 'tempat', 'kerja', '.']","['pronoun', 'unknown', 'noun', 'particle (interrogative)', 'noun', 'verb', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['mangsa', 'banjir', 'dipindahkan', 'ke', 'pusat', 'perlindungan', '.']","['noun', 'unknown', 'unknown', 'particle (interrogative)', 'unknown', 'unknown', 'unknown']","['negative', 'unknown', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown']","[-0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.7
"['kak', ',', 'tolong', 'belikan', 'roti', '.']","['noun', 'punctuation', 'verb', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kereta', 'itu', 'langgar', 'lampu', 'isyarat', '.']","['kata nama', 'demonstrative pronoun', 'verb', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'negative', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, -0.6, 0.0, 0.0, 0.0]",negative,-0.6
"['akulah', 'yang', 'bertanggungjawab', '.']","['pronoun', 'pronoun, conjunction', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'intai', 'dari', 'balik', 'tirai', '.']","['pronoun', 'verb', 'preposition', 'verb', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, -0.2, 0.0, 0.0, 0.0, 0.0]",neutral,-0.2
"['filem', 'itu', 'adalah', 'yang', 'scariest', '(', 'paling', 'menakutkan', ')', 'yang', 'pernah', 'saya', 'tonton', '.']","['unknown', 'demonstrative pronoun', 'copula / verb', 'pronoun, conjunction', 'adjective', 'unknown', 'unknown', 'unknown', 'unknown', 'pronoun, conjunction', 'adverb', 'pronoun', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'neutral', 'negative', 'unknown', 'unknown', 'unknown', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, -0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.8
"['pasukan', 'musuh', 'akhirnya', 'tumpas', 'di', 'medan', 'perang', '.']","['unknown', 'unknown', 'unknown', 'verb', 'preposition', 'unknown', 'unknown', 'unknown']","['unknown', 'unknown', 'unknown', 'negative', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, -0.7, 0.0, 0.0, 0.0, 0.0]",negative,-0.7
"['dia', 'diberi', 'penghargaan', 'atas', 'usahanya', '.']","['pronoun', 'verb', 'unknown', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['adakah', 'anda', 'dengr', '(', 'dengar', ')', 'apa', 'yang', 'dia', 'katakan', '?']","['interrogative particle', 'pronoun', 'verb', 'unknown', 'verb', 'unknown', 'pronoun', 'pronoun, conjunction', 'pronoun', 'unknown', 'punctuation']","['neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown', 'neutral']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kerajaan', 'mengambil', 'tindakan', '(', 'tindakan', ')', 'tegas', 'terhadap', 'rasuah', '.']","['noun', 'verb', 'noun', 'unknown', 'noun', 'unknown', 'adjective', 'unknown', 'noun', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown', 'negative', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.8, 0.0]",neutral,0.0
"['longkong.yg', '(', 'longkang', 'yang', ')', 'kotor', 'itu', 'perlu', 'dibersihkan', '.']","['noun', 'unknown', 'unknown', 'pronoun, conjunction', 'unknown', 'unknown', 'demonstrative pronoun', 'verb/adjective', 'unknown', 'unknown']","['neutral', 'unknown', 'unknown', 'neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['saya', 'ca', ""n't"", '(', 'tidak', 'dapat', ')', 'datang', 'ke', 'majlis', 'itu', '.']","['pronoun', 'unknown', 'unknown', 'unknown', 'adverb', 'verb', 'unknown', 'verb', 'particle (interrogative)', 'unknown', 'demonstrative pronoun', 'unknown']","['neutral', 'unknown', 'unknown', 'unknown', 'neutral', 'positive', 'unknown', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['merokok', 'sangat', 'bahaya', ',', 'kalau', '(', 'bahaya', ',', 'kalau', ')', 'tidak', 'berhenti', '.']","['unknown', 'adverb', 'noun', 'punctuation', 'conjunction', 'unknown', 'noun', 'punctuation', 'conjunction', 'unknown', 'adverb', 'verb', 'unknown']","['unknown', 'neutral', 'negative', 'neutral', 'neutral', 'unknown', 'negative', 'neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, -0.8, 0.0, 0.0, 0.0, -0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.8
"['mereka', 'cuba', 'duit.rmpak', '(', 'merompak', 'duit', ')', 'dari', 'bank', 'itu', '.']","['pronoun', 'verb', 'unknown', 'unknown', 'verb', 'noun', 'unknown', 'preposition', 'noun', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'negative', 'neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, -0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.9
"['wanita', 'itu', 'seorang', 'usahawan', 'yang', 'berjaya', '.']","['noun', 'demonstrative pronoun', 'unknown', 'unknown', 'pronoun, conjunction', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['polis', 'berjaya', 'menangkap', 'penjenayah', '(', 'penjenayah', ')', 'itu', '.']","['noun', 'unknown', 'unknown', 'noun', 'unknown', 'noun', 'unknown', 'demonstrative pronoun', 'unknown']","['neutral', 'unknown', 'unknown', 'negative', 'unknown', 'negative', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, -0.8, 0.0, -0.8, 0.0, 0.0, 0.0]",negative,-0.8
"['dia', 'selalunya', 'pulang', 'ke', 'rumah', 'awal', '.']","['pronoun', 'adverb', 'unknown', 'particle (interrogative)', 'noun', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['naudzubillahiminzalik', ',', 'semoga', 'kita', 'dijauhkan', 'dari', 'musibah', 'itu', '.']","['interjection', 'punctuation', 'adverb', 'pronoun', 'unknown', 'preposition', 'unknown', 'demonstrative pronoun', 'unknown']","['negative', 'neutral', 'positive', 'neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown']","[-0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.5
"['sy', '(', 'saya', ')', 'tidak', 'tahu', '.']","['pronoun', 'unknown', 'pronoun', 'unknown', 'adverb', 'verb', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['buku', 'itu', 'ada', 'di', 'dalam', 'beg', '.']","['unknown', 'demonstrative pronoun', 'verb', 'preposition', 'preposition', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['perangai', 'dia', 'macam', 'iblis', '!', '(', 'syaitan', ')']","['unknown', 'pronoun', 'preposition, adverb', 'noun', 'unknown', 'unknown', 'noun', 'unknown']","['unknown', 'neutral', 'neutral', 'negative', 'unknown', 'unknown', 'negative', 'unknown']","[0.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.9, 0.0]",negative,-0.9
"['dia', 'fasih', 'berbahasa', 'inggeris', '(', 'inggeris', ')', '.']","['pronoun', 'unknown', 'unknown', 'adjective', 'unknown', 'adjective', 'unknown', 'unknown']","['neutral', 'unknown', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['bangunan', 'itu', 'sangat', 'tinggi', '.']","['unknown', 'demonstrative pronoun', 'adverb', 'adjective', 'unknown']","['unknown', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'trus', '(', 'terus', ')', 'berjalan', 'tanpa', 'menoleh', '.']","['pronoun', 'adverb', 'unknown', 'adverb/verb', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['ucapan', 'itu', 'sangat', 'bermakna', 'baginya', '.']","['unknown', 'demonstrative pronoun', 'adverb', 'verb', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'juga', 'ingin', 'turut', 'serta', '.']","['pronoun', 'adverb', 'verb', 'unknown', 'conjunction', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'tepuk', 'bahu', 'saya', '.']","['pronoun', 'verb', 'unknown', 'pronoun', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['tiada', 'bukti', 'kukuh', 'ditemui', '.']","['adverb', 'noun', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['saya', 'dan', '(', 'dan', ')', 'kawan', 'saya', 'pergi', 'ke', 'pasar', '.']","['pronoun', 'conjunction', 'unknown', 'conjunction', 'unknown', 'noun', 'pronoun', 'verb', 'particle (interrogative)', 'noun', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['malaysia', 'terkenal', 'dengan', 'kepelbagaian', 'budayanya', '.']","['proper noun', 'unknown', 'preposition', 'unknown', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'mempunyai', 'niat', 'baik', 'untuk', 'membantu', '.']","['pronoun', 'unknown', 'noun', 'adjective', 'preposition', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'positive', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0]",neutral,0.0
"['mereka', 'berbincang', 'pasal', 'masalah', 'itu', '.']","['pronoun', 'unknown', 'preposition', 'noun', 'demonstrative pronoun', 'unknown']","['neutral', 'unknown', 'neutral', 'negative', 'neutral', 'unknown']","[0.0, 0.0, 0.0, -0.7, 0.0, 0.0]",neutral,0.0
"['dia', 'pergi', 'keje', '(', 'kerja', ')', 'setiap', 'pagi', '.']","['pronoun', 'verb', 'noun', 'unknown', 'verb', 'unknown', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['penjenayah', 'itu', 'masih', 'dicari', 'oleh', 'pihak', 'polis', '.']","['noun', 'demonstrative pronoun', 'adverb', 'verb', 'preposition', 'noun', 'noun', 'unknown']","['negative', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[-0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'taknak', '.', '(', 'tidak', 'mahu', ')', 'makan', 'nasi', '.']","['pronoun', 'auxiliary verb', 'unknown', 'unknown', 'adverb', 'verb', 'unknown', 'verb', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kita', 'memerlukan.sekarang', '(', 'memerlukan', 'sekarang', ')', 'bantuan', 'anda', '.']","['pronoun', 'unknown', 'unknown', 'unknown', 'adverb', 'unknown', 'noun', 'pronoun', 'unknown']","['neutral', 'unknown', 'unknown', 'unknown', 'neutral', 'unknown', 'positive', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0]",neutral,0.0
"['betul', 'ka', '(', 'betulkah', ')', 'apa', 'yang', 'dia', 'cakap', '?']","['adjective', 'particle', 'unknown', 'unknown', 'unknown', 'pronoun', 'pronoun, conjunction', 'pronoun', 'unknown', 'punctuation']","['positive', 'neutral', 'unknown', 'unknown', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown', 'neutral']","[0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'tidak', 'datang', 'karna', '(', 'kerana', ')', 'hujan', 'lebat', '.']","['pronoun', 'adverb', 'verb', 'conjunction', 'unknown', 'conjunction', 'unknown', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['ada', 'banyak', '.', '(', 'banyak', ')', 'buku', 'di', 'perpustakaan', 'itu', '.']","['verb', 'adjective/quantifier', 'unknown', 'unknown', 'adjective/quantifier', 'unknown', 'unknown', 'preposition', 'unknown', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'unknown', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'mempunyai', 'muka', 'yang', 'cantik', '.']","['pronoun', 'unknown', 'noun', 'pronoun, conjunction', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'mengetuk', 'pintu', 'berkali', '-', 'kali', '.']","['pronoun', 'verb', 'noun', 'unknown', 'punctuation', 'noun/adverb', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['guru', 'itu', 'sangat', 'tegas', 'dalam', 'mendidik', 'muridnya', '.']","['unknown', 'demonstrative pronoun', 'adverb', 'adjective', 'preposition', 'unknown', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['penciptaan', 'alat', 'baharu', 'itu', 'mengambil', 'masa', 'bertahun', '-', 'tahun', '.']","['noun', 'unknown', 'unknown', 'demonstrative pronoun', 'verb', 'noun', 'unknown', 'punctuation', 'noun', 'unknown']","['neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['selepas', 'keja', ',', 'dapat', '(', 'kerja', ',', 'dapat)lah', 'gajinya', '.']","['unknown', 'verb', 'punctuation', 'verb', 'unknown', 'verb', 'punctuation', 'unknown', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'positive', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['saya', 'bumped', '(', 'terlanggar', ')', 'meja', 'itu', 'tadi', '.']","['pronoun', 'verb', 'unknown', 'unknown', 'unknown', 'unknown', 'demonstrative pronoun', 'unknown', 'unknown']","['neutral', 'negative', 'unknown', 'unknown', 'unknown', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.2
"['dia', 'diri.langgar', '(', 'melanggar', ')', 'keretanya', '.']","['pronoun', 'unknown', 'unknown', 'verb', 'unknown', 'noun', 'unknown']","['neutral', 'unknown', 'unknown', 'negative', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, -0.6, 0.0, 0.0, 0.0]",negative,-0.7
"['dia', 'drive', '(', 'memandu', ')', 'keretanya', 'dengan', 'laju', '.']","['pronoun', 'verb', 'unknown', 'unknown', 'unknown', 'noun', 'preposition', 'adjective', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'tinggal', 'di', 'jb', ',', '(', 'johor', 'bahru', ')', '.']","['pronoun', 'unknown', 'preposition', 'unknown', 'punctuation', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['tolong', 'saya', 'angkat', 'kotak', 'ini', '.']","['verb', 'pronoun', 'unknown', 'unknown', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kereta', 'itu', 'ada', 'gear', 'auto', '(', 'automatik', ')', '.']","['kata nama', 'demonstrative pronoun', 'verb', 'unknown', 'adjective', 'unknown', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['aduh', '!', 'sakitnya', 'kaki', 'saya', '.']","['interjection', 'unknown', 'unknown', 'noun', 'pronoun', 'unknown']","['negative', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown']","[-0.3, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.3
"['saya', 'xbulih', '(', 'tidak', 'boleh', ')', 'datang', 'esok', '.']","['pronoun', 'modal verb', 'unknown', 'adverb', 'modal verb', 'unknown', 'verb', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['di', 'mana', 'awak', 'tinggal', '?']","['preposition', 'interrogative pronoun', 'unknown', 'unknown', 'punctuation']","['neutral', 'neutral', 'unknown', 'unknown', 'neutral']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kita', '(', 'kita', ')', 'perlu', 'bekerjasama', '.']","['pronoun', 'unknown', 'pronoun', 'unknown', 'verb/adjective', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'ingin', 'keluar.aduhhh', ',', 'cara', '(', 'keluar', ',', 'aduh', ',', 'cari', 'cara', ')', 'untuk', 'menyelesaikan', 'masalah', 'ini', '.']","['pronoun', 'verb', 'unknown', 'punctuation', 'noun', 'unknown', 'verb', 'punctuation', 'interjection', 'punctuation', 'verb', 'noun', 'unknown', 'preposition', 'unknown', 'noun', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'negative', 'neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'negative', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.7, 0.0, 0.0]",neutral,0.0
"['saya', 'akan', 'pulang', 'ke', 'kampung', 'esok', '.']","['pronoun', 'auxiliary verb', 'unknown', 'particle (interrogative)', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'memuat', 'naik', 'video', 'baru', 'ke', 'saluran', 'youtube', '.']","['pronoun', 'unknown', 'unknown', 'noun', 'adjective, adverb', 'particle (interrogative)', 'unknown', 'noun', 'unknown']","['neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0]",neutral,0.0
"['huruf', ""'"", 'r', ""'"", 'sering', 'digunakan', 'dalam', 'perkataan', 'pinjaman', '.']","['unknown', 'unknown', 'letter', 'unknown', 'adverb', 'unknown', 'preposition', 'unknown', 'unknown', 'unknown']","['unknown', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['persembahan', 'mereka', 'malam', 'tadi', 'sangat', 'fantastis', '.']","['unknown', 'pronoun', 'unknown', 'unknown', 'adverb', 'adjective', 'unknown']","['unknown', 'neutral', 'unknown', 'unknown', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0]",positive,0.8
